,Tweet_text,obesity_present,pre_count,post_count
1097,"An answer to the skeptics. Thank you @DrSharma for this article! If #obesity is a disease, what's the process 
 https://t.co/YyvlcGoTQU",True,0,1
1098,"If #Obesity Is A Disease, What’s The Disease Process? | Dr. Sharma's Obesity Notes https://t.co/AOkowlYoqd",True,0,2
1101,"RT @WorldObesity: New policies and evaluations have been added to @wcrfint’s database, NOURISHING. This innovative tool provides an overvie…",True,0,0
1102,@STOPObesity Director William Dietz's commentary on the undertreatment of #obesity - published in @ObesitySociety journal this month. https://t.co/fhjlRqZNFL,True,1,0
1104,"More #Americans are #overweight and #obese yet fewer people think they are. Only 50% are interested in #weightloss. #obesity and #NAFLD #NASH epidemic will continue to grow if we don’t help change this perception...

https://t.co/WycnLnKidv",True,0,0
1105,"A mother’s warmth and sensitivity can mitigate #obesity risk factors in infants experiencing significant prenatal and early adversity, finds @UBuffalo https://t.co/adzawTMWqh via @UBHealthNews",True,0,0
1106,#UK #Obesity #patients face ‘postcode lottery’ over care https://t.co/TCwAARYhwV #Paramedic #Ambulance #NHS #Health #Nurses #Hospital #Care #Doctors #WLS #BariatricTraining #Bariatric #Training #PatientSafety #Dignity #Medicare #Medicaid #Medical https://t.co/UzrgVHnkCd,True,0,0
1107,"4 INGREDIENT #PANCAKES
4 eggs
2 whole bananas
1 tsp cinnamon
1 cup old fashioned oats
Directions- blend in a blender until smooth-pour small circular shapes #DrPatriciamd #obesity #healthy #children #families #empowering #Orangecounty #Servingkidshope #kidshealth #battleobesity https://t.co/2n2zUelDKi",True,0,0
1108,"RT @NatureRevEndo: Ellen Blaak et al discuss the role of gut microbial #metabolites in #obesity, #NAFLD and #T2DM https://t.co/ce25HyIDad #…",True,0,0
1109,Published on https://t.co/R7EcdkWknU : There are many contributory factors to obesity which can be quantified by lack of physical activity by our children https://t.co/pX0NjSlLen #obesity #diet #nutrition #childrenshealth Mass marketing of foodstuffs directly to the pedia… https://t.co/fyeIDr6hSC,True,3,0
1110,"RT @4UWell: Get moving! 4 in 5 adolescents don't exercise enough, says WHO #Alarming #Obesity #Diabetes #ExerciseHeals https://t.co/aHbeXKv…",True,0,1
1111,"RT @EASOobesity: Report: Life expectancy in Romania, among the lowest in the EU @RomaniaInsider “although adult #obesity rates are among th…",True,0,0
1113,"Take a little jog!  Science supports it, and it's much healthier (in every way) than shopping on this Cyber Monday! #motivationalmonday #obesity #taylormadefitnesssd #getmoving #trainerslifesdob #tmftrainerslifesdob #wardingoffobesity  https://t.co/4diOj6RYSb",True,1,0
1116,RT @cphbiosciphd: Two big topics for this CPH Bioscience Snapshot: #obesity and #fertilization. See you on Wednesday! @UCPH_DanStem @NNFCPR…,True,0,0
1117,"Euro Clinical Obesity: https://t.co/oTwyI9OwcD
Losing just 1kg helps lipid levels: study #metabolism #Antidrug #obesity #overweight #keto #prevention #Eatingdisorders #diabetes #physicalactivity #weightloss #dietetics #nutrition https://t.co/6o08LyUtFe",True,3,1
1118,#pcos #fastfood #douwantchhesewiththat #obesity OK I overdid the dressing n the cheese but in the larger scale of things it’s yum 😋 https://t.co/AAOvDXEBWf,True,1,0
1121,"The Local #Food #Environment &amp; #Obesity: 
Evidence from 3 Cities
https://t.co/sPgo71GFnt via @ObesitySociety 

Interesting ratios of food sources.
But proximity based on postal code centroids?
https://t.co/zBXzw4hOtA

#nutrition #diet #community #health https://t.co/RuKxUh94YH",True,4,0
1122,"Leading experts briefed Congressional staff on policies to reverse the obesity crisis during a TFAH hosted event. Learn what the experts had to say. https://t.co/TN4Ie060Gq
#obesity #publichealth #health",True,0,0
1123,#IPOSOL #salt #sodium #LessSaltMoreHealth #EatLessSalt #LessSaltPlease #UnpacktheSalt #BreakUpWithSalt #health #heart #obesity #bloodpressure #food #foodnews #foodtech #foodmanufacture #foodindustry #processedfood #puresalt #saltmatters @actiononsalt @WASHSALT @iposolcom https://t.co/K1vOZLThKx,True,6,1
1125,"Report: Life expectancy in Romania, among the lowest in the EU @RomaniaInsider “although adult #obesity rates are among the lowest in the EU, overweight and obesity levels among children have increased significantly in recent years.”

https://t.co/rpZp7CVtuK https://t.co/nfRE0pMNRE",True,0,0
1126,RT @NeilFlochMD: Gastric Bypass Beats Sleeve Gastrectomy for Diabetes Remission #gastrocsleeve #gastricbyoass @asmbs #obesity #wls weight l…,True,0,3
1131,"A quick impromptu interview with @DrGlandt (Mariela literally, grabbed me from the hallway) at #Metabolix2019. We discussed quite a bit in just a few short minutes. #Obesity #Insulin #ReversingDiabetes #MetabolicSyndrome #IndustrailSeedOils #HeartDisease https://t.co/T004vZKxbh",True,0,5
1133,"A quick impromptu interview with @DrGlandt (Mariela literally, grabbed me from the hallway) at #Metabolix2019. We discussed quite a bit in just a few short minutes. #Obesity #Insulin #ReversingDiabetes #MetabolicSyndrome #IndustrailSeedOils #HeartDisease https://t.co/rORBq79khZ",True,0,5
1134,Effectiveness of #Policies and #Programs to Combat Adult #Obesity: a #SystematicReview https://t.co/kaWREbVk9n,True,0,0
1136,"More info: …https://t.co/Yzy40dAbSh 
Effect of Artificial #Sweeteners on #Obesity #Risk in #Children
#Nutrition #PediatricHealthcare #overweight #childhoodobesity #InfectiousDiseases #PrevalenceofObesity #Poorhealth #Depression #Eatingdisorders #type2diabetes #Hypertension more. https://t.co/sZa9eMkEh2",True,1,2
1138,#UK #Obesity #patients face ‘postcode lottery’ over care https://t.co/TCwAARYhwV #Paramedic #Ambulance #NHS #Health #Nurses #Hospital #Care #Doctors #WLS #BariatricTraining #Bariatric #Training #PatientSafety #Dignity #Medicare #Medicaid #Medical https://t.co/juy1m39fAP,True,0,0
1139,"Euro Clinical Obesity: https://t.co/oTwyI9OwcD
What not to say to patients with obesity! To know more register today. #metabolism #Antidrug #obesity #overweight #keto #prevention #Eatingdisorders #diabetes #physicalactivity #weightloss #dietetics #nutrition https://t.co/2VdbhS6bTO",True,3,1
1140,"Surgical fat removal exacerbates metabolic disorders but not atherogenesis in LDLR−/− mice fed on high-fat diet (open access)

https://t.co/J3ogRf2G1h

#obesity #MetabolicSyndrome #atherosclerosis #InsulinResistance #NAFLD #cholesterol #dislipidemia #BloodSugar",True,2,3
1141,#Obesity persists as surgery barrier among transgender adults https://t.co/RxhgefvF91,True,0,1
1142,#Obesity persists as surgery barrier among transgender adults https://t.co/fbNnf44RxK,True,0,1
1146,"#Overweight and #Obesity may increase the risk of many health problems, body pain and difficulty with physical functioning.
#WeightLoss #Supplement #Dimax https://t.co/RO9vj58QRV
#ACSPShop #Health #Beauty #Organic #Skincare #Supplements #Haircare
#Loseweightnow #Weightlossjourney https://t.co/c7jeCgKV7l",True,0,1
1147,"Lamenting a lack of consistent reporting on #obesity and weight management programmes around the UK, researchers from @UofGlasgow have highlighted the inconsistencies in #NHS weight management programmes across the UK - https://t.co/W0UbNYHVIz https://t.co/f756bYcMD2",True,0,0
1148,"Come to #Muscat to attend the 6th Annual Gulf #Obesity Surgery Society Meeting (GOSS) which will commence from 4th and end on the 7th of December. Register now @medeventsguide 
https://t.co/WfUJE1mxWw
https://t.co/MIRyxLv4c8

#medicalconferences #healthcareevent",True,0,1
1149,A recent study evaluated whether U.S. diabetes care improved from 2005 to 2016: https://t.co/MB1YFsgo88 #CMHC #cardiometabolic #heartdisease #obesity #inflammation #type2diabetes #cardiologist #cardiology #diabetic #insulin #diabetes #medicaleducation #weightloss https://t.co/XHuVyHJyTq,True,0,7
1151,"We assess your risk of developing diabetes, this in-turn helps prevent the complications of this disease. ProLongevity helps fight pre-diabetes.
-
Phone: +44 1843 600309
-
https://t.co/ZdT8NE0NjH
-
#prolongevity #diabetes #prediabetes #bloodsugar #obesity https://t.co/bpzW0Y8Qse",True,1,5
1153,"#Obesity tops smoking as main cause of cancers
Scientists in the UK have identified 13 types of tumors that are triggered by excess weight! 
Read the full article here - https://t.co/gqFR4VzAqf https://t.co/MmnZkVCX6J",True,0,1
1156,RT @IntJObesity: Hope everyone had a chance to relax this weekend.  A new study shows there is higher risk of overweight among the healthy-…,True,0,0
1160,"Own it.

Affirmation for the overweight.

#weightloss #obesity #health #fitness https://t.co/dqYUFjqjPa",True,1,0
1161,"Consult ESG experts now. Call - 6232012344

#esg #enliten #getenliten #endoscopicsleevegastroplasty @AmitMaydeo @drmohitbhandar1 #weightloss #obesity #transformation #transformyourbody #bodytransformation #fitness #dieting #ketodiet #diet #loseweight #fitnessgoals",True,6,0
1162,"Did you know eating less meat and more fruits and vegetables can decrease your risk of #HeartDisease, #diabetes and #obesity? Take a break from meat on Mondays and power up with plants! More: https://t.co/xMruOHEzNJ |  #MeatlessMonday https://t.co/RvNHIPqYvN",True,0,3
1163,"USFDA’s Enforcement Discretion On Nutritional Label Change: https://t.co/mJ8uXKuur5

#CPGlabeling #labeling #nutritionlabel #obesity #USFDA #ManageArtworks https://t.co/4rfL243CGD",True,2,0
1164,#UK #Obesity #patients face ‘postcode lottery’ over care https://t.co/TCwAARYhwV #Paramedic #Ambulance #NHS #Health #Nurses #Hospital #Care #Doctors #WLS #BariatricTraining #Bariatric #Training #PatientSafety #Dignity #Medicare #Medicaid #Medical https://t.co/FcXwybRpg9,True,0,0
1167,"4th World Congress on Diabetes and Obesity 
@CDCObesity @ObesitySociety @WorldObesity @ObesityAction @PHE_obesity @Diabetesobesit2 @Diabetescouk @DiabetesUK @WDD @DiabetesCanada 
#diabetes #diabetesyourtype #obesity #conference #Dublin #Ireland https://t.co/qJa8Ikgjj5",True,0,7
1168,"Americans weigh more this decade, but fewer adults say they want to lose weight

https://t.co/sFQEiByu6G

@CDC_eHealth #obesity @JAMA_current @EmergencyDocs",True,0,0
1172,Mer än 50% av Sveriges vuxna befolkning har #övervikt. Vad kan (och bör!) man göra åt det? Jo det här: https://t.co/58Mly0ORYN #hälsa @RiksHOBS #obesity,True,0,0
1173,"From Bill Dietz William at @STOPObesity, two new commentaries call time to start bring more serious action &amp; less stigma for reversing #obesity trends. https://t.co/pQ3BIBY8Vu",True,1,0
1177,"Avoid over eating and junk food to keep your body clean. Polluting body can harm you in long run.
#NationalPollutionControlDay

#MohakBariatrics #DrMohitBhandari #BariatricSurgery #Pollution #AvoidOvereating #Obesity @drmohitbhandar1 https://t.co/qAZ7UxZJij",True,2,1
1179,"New policies and evaluations have been added to @wcrfint’s database, NOURISHING. This innovative tool provides an overview of policies implemented around the world that promote healthy diets and reduce #obesity: https://t.co/zqUoRPGqTc #beatNCDs https://t.co/RJfw39yo3n",True,1,0
1180,RT @FABResearch: #Obesity and mental health issues in teens - MRI scans show that diet-induced brain inflammation may be at the root of som…,True,1,2
1181,Want to know what countries are doing to tackle #obesity? @wcrfint have an extensive database of nutrition policies that has been updated today: https://t.co/9C7D656ULc #EnoughNCDs @EU_H2020 #CC4EU https://t.co/wYNpU0oZA4,True,1,0
1182,"Stop complaining. Frequent complaining releases cortisol which impairs your immune system and makes you more susceptible to diabetes, heart disease, and obesity. It even makes the brain more vulnerable to strokes. 

#stress #obesity #health",True,0,4
1183,"William Dietz, Director of the STOP Obesity Alliance, laments that the “tepid response“ to the chronic disease of #obesity, spreading worldwide, is reducing life expectancy and placing hundreds of thousands of lives at risk. 
The #fitness and... https://t.co/QO7Wt7oGDb",True,2,1
1184,"#Holidayleftovers are about more than just food. They're about  memories, emotions and connections made. Acknowledging your feelings is healthy. Take a walk, reflect and find something to #bethankful for. #obesity @ObesityAction @obesityhelp https://t.co/cKKMLgiMtg",True,2,0
1185,"Aerobic exercise, not diet, improves diastolic function in type 2 diabetes, obesity https://t.co/r5Filv0c0C #exercise #fitness #health #cardiology #endocrinology #hearthealth #obesity #WeightLoss",True,2,2
1186,"More obese people, with less self-awareness of their condition. Hmm #obesity #weight #psychology https://t.co/sdsSTmOX9A",True,0,0
1187,"Obesity is a disease &amp; we want health insurance plans to treat it that way. You can help by reviewing your insurance coverage:
 
https://t.co/0ZY6y1GZ05
 
#OACAction #obesity #ObesityTreatment #ObesityCare #HealthInsurance #WeightLoss #weight #BariatricSurgery #MotivationMonday",True,0,2
1192,#UK #Obesity #patients face ‘postcode lottery’ over care https://t.co/TCwAARGGFn #Paramedic #Ambulance #NHS #Health #Nurses #Hospital #Care #Doctors #WLS #BariatricTraining #Bariatric #Training #PatientSafety #Dignity #Medicare #Medicaid #Medical https://t.co/XGosq2Hodm,True,0,0
1193,"An Old Favourite Revamped – Prawns/Shrimp on Thai Potatoes - https://t.co/sTfbLFZKCk
#obesity #bariatricsurgery #childobesity #diabetes2 #glucoseintolerance #insulinresistance #obesepeople #prediabetes https://t.co/fOckQGQdJH",True,0,3
1194,"A great article! The History of “Essential” Hypertension Has Much To Teach Us About Obesity
read on here: https://t.co/nTS5HZUfPH

Learn more at the Innovation &amp; Health Summit 2020. 
#obesity #hypertension #health #wellness #solutions https://t.co/4B9KX5x69V",True,1,0
1195,#Obesity and mental health issues in teens - MRI scans show that diet-induced brain inflammation may be at the root of some problems https://t.co/wM7Y66wKwL #mentalhealthawareness https://t.co/3JjvSDSdIu,True,1,2
1196,RT @NeilFlochMD: Diet for One? Scientists Stalk the Dream of Personalized Nutrition - The New York Times #obesity #keto #Ketogenic #Intermi…,True,4,0
1197,RT @CCHHealth: A Modest Proposal: Treat #Obesity Seriously - ConscienHealth https://t.co/riz9LxwCyk,True,0,0
1198,"KBR 모바일 사이트, ‘Obesity needs to be treated as a chronic disease’ - #obesity https://t.co/q0eb2wNzqa",True,0,1
1206,#UK #Obesity #patients face ‘postcode lottery’ over care https://t.co/TCwAARYhwV #Paramedic #Ambulance #NHS #Health #Nurses #Hospital #Care #Doctors #WLS #BariatricTraining #Bariatric #Training #PatientSafety #Dignity #Medicare #Medicaid #Medical https://t.co/4YCiQZh2zM,True,0,0
1209,"Obesity is a complex disease with a significant number of people living with it. Could a bracelet with #DNA testing, #behaviouraltherapy and personalised choices be the answer to help manage #obesity? Read the story about  here:  via:  
https://t.co/3gmzwBv9d6",True,0,1
1210,"Any food that has no or negligible nutritional value can be considered as junk foods. They have high-calorie content, salts, and fats. The more we consume Junk Food, the more chances to have stomach cancer. 👨‍⚕️
#DrManojKumarSharma #CancerSpecialist #JunkFood #bellyFat #Obesity https://t.co/gNKO2pKNey",True,6,2
1211,"Fantastic important work by @jen_logue et al defining the core outcomes to be measured. I had the great pleasure of being part of the panel, thank u for listing the contributors. #obesity @ASOIreland @ASO_Scotland @UK_ASO @EASOobesity @ECPObesity @ObesityUK_org @ObesityAPPG https://t.co/V1b5Z2KGhi",True,0,0
1212,A Modest Proposal: Treat #Obesity Seriously - ConscienHealth https://t.co/riz9LxwCyk,True,0,0
1213,Published on https://t.co/R7EcdkWknU : Obesity is a growing epidemic in the United States affecting more than two thirds of the adults:    https://t.co/HbfTR7SEH9 #chemicals #obesity #weightgain #fat  Almost one in three kids and two in three adults in US are considered t… https://t.co/cHYGqnzVtO,True,0,0
1214,"RT : Obesity is a complex disease with a significant number of people living with it. Could a bracelet with #DNA testing, #behaviouraltherapy and personalised choices be the answer to help manage #obesity? Read the story about  here:  via:  
https://t.co/jNDWbPxZK2",True,0,1
1215,"RT @fourhealthnews: Obesity is a complex disease with a significant number of people living with it. Could a bracelet with #DNA testing, #b…",True,0,1
1216,"#dietcongress2020- “29th World Congress on Diet, Nutrition and Obesity 2020"" conference scheduled to be held during April  13-14, 2020 in the most populous city Auckland, New Zealand. Submit your Abstract on your topic to: https://t.co/dfpTvkyuL0. #nutrition, #diet,#obesity https://t.co/KvdMYsDx8m",True,5,0
1217,"Family snacks for the week! Super delicious and from the “not perfect” section so super affordable. 

#plantbased #plantpower #wholefood #wholefoods #vegan #primal #paleo #health #wellness #fitness #ClimateEmergency #obesity #weightloss https://t.co/hHGkbtLUkG",True,4,0
1220,"Obesity is a complex disease with a significant number of people living with it. Could a bracelet with #DNA testing, #behaviouraltherapy and personalised choices be the answer to help manage #obesity? Read the story about @dnanudge here: https://t.co/kPFAewRzQp via: @Telegraph https://t.co/6fSkVsmqGu",True,0,1
1221,"Tackling childhood #obesity is a top health priority in Bradford - according to Council Leader
https://t.co/6y1kOy42Wn",True,0,0
1222,"To control the increasing number of obesity issues, it’s time for millennials to do something about it!
#Obesity #Millennials

https://t.co/1um3EQD8pX",True,0,0
1224,"Today in #Madrid world leaders will discuss the #ClimateEmergency. @WorldObesity calls for @COP25CL to prioritise urgent #foodsystem transformation and triple win solutions to tackle the #GlobalSyndemic of #obesity #undernutrition &amp; #ClimateChange 
https://t.co/sVl65IeX9i https://t.co/vtMfudjc4Y",True,2,0
1226,"We are happy to announce that renowned #obesity researcher Matthias Blüher has been appointed as Director of the new Helmholtz Institute for Metabolic, Obesity and Vascular Research (HI-MAG) in Leipzig. @UniLeipzig https://t.co/TNQsbNFmN1 https://t.co/MsH6UuUPvE",True,0,1
1227,We must start working toward #obesity prevention- #obesityepidemic - “Future directions to prevent obesity within the context of the Global Syndemic” - Vandevijvere - 2019 - Obesity Reviews - Wiley Online Library https://t.co/U1STxI8Ec0,True,0,0
1229,"RT @BariatricNews: Cirrhosis, liver cancer and obesity fuelling drop in life expectancy in the US - research led by @VCU School of Medicine…",True,0,2
1230,"#NEWS: A study found that children who are ""an only child"" are more prone to obesity in their lifetimes than children with siblings. #health #obesity #obese #children https://t.co/b7zDzq61Ma",True,0,0
1231,"The number of people with #obesity in England has almost doubled in the last twenty years from 6.9 to 13 million, according to new data by @DiabetesUK https://t.co/IRSgKjmgf5",True,0,1
1232,"The number of people with #obesity in England has almost doubled in the last twenty years from 6.9 to 13 million, according to new data by @DiabetesUK https://t.co/IRSgKj4EQv",True,0,1
1233,.@profpaulgately: have I correctly interpreted #obesity cut off points shown below from @leedsbeckett study linked via https://t.co/c3MrgCUIWS; and would you recommend different cutoff points between a healthy &amp; #overweight #WHtR than I’ve sourced from Wikipedia as is show below? https://t.co/68RHF9KEYl,True,0,0
1234,.@leedsbeckett study also established #obesity cutoff points. EG: I only had a low #overweight #BMI but had an obese #WHtR. See my https://t.co/gNxoeNjtpS 2 &amp; 3 video logs for: details on how to measure WHtR; my transit from risky to a healthy WHtR; &amp; #potholes hit along the way. https://t.co/AwAmMAgPqs,True,0,0
1235,".@PhilippaPr Evidence shows best #obesity metric is what @leedsbeckett study via https://t.co/0IXyh1ClNP concluded, based on actual scanning of subjects. It’s #WHtR for both M/F though #WHR for #women works, but why take two measures? My reply to your https://t.co/kjl3P8zTDx.",True,0,0
1237,"@Osteoporosis_NL 

Tags: #osteoporosis #insulin metabolism #senescence #obesity #diabetes #aging",True,0,1
1238,#UK #Obesity #patients face ‘postcode lottery’ over care https://t.co/TCwAARYhwV #Paramedic #Ambulance #NHS #Health #Nurses #Hospital #Care #Doctors #WLS #BariatricTraining #Bariatric #Training #PatientSafety #Dignity #Medicare #Medicaid #Medical https://t.co/rQ733olkZZ,True,0,0
1239,This most recent study shows an advantage of T2 #diabetes resolution with #gastric bypass over #gastricsleeve - #bariatricsurgery #obesity https://t.co/aTC3N7SG2N,True,0,4
1241,"#obesity #diet #nutrition #obesityconferences #manila #Philippines
We cordially invite you to join our conference “21st World Congress on Obesity and Metabolic Diseases” scheduled on April 06-07, 2020 Manila Philippines https://t.co/40BNtQtc2a",True,2,2
1242,#UK #Obesity #patients face ‘postcode lottery’ over care https://t.co/TCwAARGGFn #Paramedic #Ambulance #NHS #Health #Nurses #Hospital #Care #Doctors #WLS #BariatricTraining #Bariatric #Training #PatientSafety #Dignity #Medicare #Medicaid #Medical https://t.co/Tjj8uizm2v,True,0,0
1243,"RT @Euroobesity2020: Euro Clinical Obesity: https://t.co/oTwyI9OwcD
Children of obese mums 3.5 times more likely to develop diabetes #metab…",True,0,1
1244,"Euro Clinical Obesity: https://t.co/oTwyI9OwcD
Children of obese mums 3.5 times more likely to develop diabetes #metabolism #Antidrug #obesity #overweight #keto #prevention #Eatingdisorders #diabetes #physicalactivity #weightloss #dietetics #nutrition https://t.co/wBDNTsWOf2",True,3,2
1247,"Please read my latest blog on ""Is it worth putting on 10 lb over Christmas""? 

#overeating #dieting #weightgain #cravings #emotionaleating #overweight #obesity https://t.co/HrL9xeAIXU",True,1,0
1250,#Obesity is an #epidemic &amp; a #disease. https://t.co/6qwZjIsyPI,True,0,1
1252,@Lu_ciernaga Pasó lo mismo con #obesity,True,0,0
1255,"Watch Dr. Manjunath Malige, Chief and Senior Endocrinologist and Diabetologist at Aster RV Hospital talk on Obesity.

#Obesity #Diabetes #Health #WeightManagement #DiabetesManagement #AsterRV #AsterBangalore

https://t.co/U4UZkJwGWV",True,0,2
1258,"Report finds adult #obesity on the rise among Israelis, but a slight reduction on childhood levels:

https://t.co/09hnHIGrTk https://t.co/jVEXbLohbd",True,0,0
1259,"RT @OHA_updates: Do you want to know what the main parties are saying about obesity? Jamie from our public affairs group, has blogged about…",True,0,0
1261,"1️⃣2️⃣ Days of #RDJC Christmas🎄
It’s amazing how many papers and topics we have covered this year! Check out the papers and expert critiques from 2019

Day 1️⃣ January 2019 
Nutrition &amp; Fertility 
Moran et al (2016) 

#nutrition #fattyacids #fertility #obesity #dietetics https://t.co/exS7J6rgkY",True,3,2
1262,#adipocytes #insulin #obesity #bone https://t.co/caqiBnaqUN,True,0,0
1263,Published on https://t.co/R7EcdkWknU : Over-fed but undernourished nation. The obesity epidemic and the so-called Fundamental Rights of the American Food Corporations to sell and market sickness #obesity #GMOs #health #junkfoods      https://t.co/XxA8vizpOO   One in three… https://t.co/zy1rDKZ2tV,True,2,0
1264,A really good and brief guide from @LGAWellbeing to #wholesystems #obesity work. Helps you get your bearing to use these tools.  #publichealth https://t.co/fyODPg4zJy,True,0,0
1265,"#HR #benefits #work

#Wellness programs that push #workers to take control of their #weightloss may be leaving a negative impact on those dealing with #obesity, according to a study published in Frontiers in Psychology.

https://t.co/sBkU7p1A3S",True,0,0
1266,"Tune into 'The Health and Humor Show' with @MaureenSRN on @ukhealthradio 
News including #flaxseed combats #obesity, shortcut to a brighter day, Maureen’s #Diabetic Corner, strange news such as fat cat, that’s not normal, and it’s just the wind...

https://t.co/gen4HG99IJ https://t.co/esBkIDJDQk",True,0,0
1267,Bariquins for #Bariatric #Casualty #Rescue &amp; #Patient #Moving &amp; #Handling #Training from basic to Train-the-#Trainer level. See https://t.co/AhE363Lq2t #Fire #Paramedic #Ambulance #Nursing #Police #Firefighters #Hospital #BariatricTraining #Extrication #RTC #SAR #HART #Obesity https://t.co/7Sgvushho7,True,0,0
1275,"Euro Clinical Obesity: https://t.co/oTwyI9OwcD
Can Tetris used to treat patients' cravings? curb cravings for things like coffee, cigarettes and alcohol?#obesity #overweight #keto #prevention #Eatingdisorders #diabetes #physicalactivity #cancer #weightloss #dietetics #nutrition https://t.co/Aj6AG2Fmap",True,6,2
1276,Two big topics for this CPH Bioscience Snapshot: #obesity and #fertilization. See you on Wednesday! @UCPH_DanStem @NNFCPR @Metabolcenter @DTUBiosustain https://t.co/cUaOQ2ntZY,True,0,0
1278,"Knowledge, Attitudes, and Beliefs about Food Additives and #obesity - new published research:  

https://t.co/ZpKHdIMbNO",True,1,0
1282,"#Obesity in children is a major problem in the #UK facing more than 50% of children. This does not stack up against your claims. Poverty is measured as income less than 60% of average earnings. I do not trust #Ch4, https://t.co/IJgb50bqqv",True,0,0
1284,"What impact does money have on childhood obesity? Read the findings from current research here: https://t.co/islbHHINFX

#MondayMotivation #obesity #childhood #food #sugartax #policy https://t.co/l3mZYCNcr0",True,2,0
1285,#obesity must fall https://t.co/aEQdMqbgWB,True,0,0
1287,Quality realistic #bariatrictraining at https://t.co/MLKRqzkFLF for the bulk/weight/look of a person with #obesity. Limbs flex like real. #Fire #Paramedic #Ambulance #NHS #Nursing #Police #HART #Firefighters #USAR #Hospital #Bariatric #Patient #Training #HealthAndSafety #Rescue https://t.co/Qx3r86T1ba,True,0,0
1288,RT @AbdTahrani: Full house for the @novonordisk #obesity symposium at the @IntDiabetesFed #IDF2019 with @DrSharma and Carel Le Roux @notyou…,True,0,1
1290,"RT @LucyHose: New study to investigate how digital tools, including avatars, can help tackle #obesity - #digitalhealth #mhealth https://t.c…",True,0,0
1295,Advertising plays a big part in obesity. Especially childhood obesity. When kids see spongebob in a sugary pack of gummies they're gonna want to eat it! #obesity,True,1,0
1296,"It's the parents job force healthy eating on their children. ""They don't like vegetables"" ISN'T AN EXCUSE!
#obesity #childhoodobesity",True,0,0
1299,Educating children on healthy eating IS life and death. I wish I knew the things I know now when I was younger. #obesity #childhoodobesity,True,0,0
1300,"#Obesity, #Smoking have negative impact on bone #Health: Study - https://t.co/1K9rFhdWFt 
Get your news featured use #IndiaPostUSA 
#BoneHealth #Care #Disease #Healthcare #SmokingInjuriousToHealth #WeightLoss #Wellness",True,0,1
1309,"If you haven’t read it yet,  take a moment if you can.

Be nice, humane and less judgemental about others whose lives you don’t live #Diabetes 

(Final touches ongoing re Language around #Obesity )

https://t.co/MCmJOCnp6X

#LanguageMatters #Diabetes https://t.co/jJrKIhPsGe",True,0,2
1311,"રિસર્ચ / મેદસ્વિતાને લીધે મગજની કાર્યપ્રણાલીને નુકસાન થઈ શકે છે
https://t.co/VKnxAXgBTO
#obesity #damage #brains #functioning",True,0,1
1315,"Euro Clinical Obesity: https://t.co/oTwyI9OwcD
What’s the right amount of weight gain in a pregnancy? #metabolism #Antidrug #obesity #overweight #ketodiet #prevention #Eatingdisorders #diabetes #physicalactivity #cancer #weightloss #dietetics #nutrition #obese #registernow https://t.co/1LKqd6q39h",True,4,3
1316,RT @maureen_busby: #pcos #insulin #Polycystic #obesity #diabetes #NAFLD #womb #health #womenshealth #food #nutrition #fertility #subfertili…,True,2,2
1317,"#foodtechnologycongress2020 #dubai #uae  #submit #abstract #speakers #Discounts #international #Conference  #nutrition #obesity #dietetics #foodcongress #nutritionistmeet 
For more details contact: foodtechmeet@memeetings.com https://t.co/TsUjtTZYsJ",True,6,0
1318,#Rescue or handling #Training for #scenarios involving people suffering from #Obesity? See how a Bariquin can help https://t.co/hltOcJoB4f #Fire #Paramedic #Ambulance #NHS #Nurses #HART #Firefighter #SAR #ISAR #Hospital #Care #BariatricTraining #Bariatric #PatientSafety #Dignity https://t.co/uWZAnxD7sQ,True,0,0
1321,RT @SOARD_JOURNAL: ASMBS updated position statement on bariatric surgery in class I obesity (BMI 30—35 kg/m2) #diabetes #obesity #bariatric…,True,0,2
1322,"Truly fantastic #obesity symposium at the @IntDiabetesFed #IDF2019 , full house to the end and fantastic talks from all speakers. The symposium speakers with @DrSharma @notyourfaultie . @EASOobesity @ObesityCan @EASOobesity @IMSR_UoB https://t.co/ox1DTairr6",True,0,1
1323,.@DrSharma on defining #obesity as a disease AND how we need to reconfigure how we define/assess it https://t.co/Xbl1W6fVSV,True,0,1
1324,"Three meals are more than sufficient for you. Snacking is just adding to your weight. If you want snacks, take a handful of nuts (walnuts, almonds) in place of cookies, sandwiches, samosas, pakodas, chips. #lifestylediseases #obesity #Health  by @drshafikuchay https://t.co/3yjiQV9uqd",True,3,1
1325,"Do you want to know about Bariatric Surgery and How it works? Peep out the video to clear all your doubts by Dr. Nandakishore Dukkipati, Bariatric Surgeon.
https://t.co/Jqwr7id6Yv

#obesity #bariatric #KIMSLIVLIFECENTRE #surgery",True,0,2
1326,RT @brittpsych: What #nerd level is it when your cocktail-party conversation last night was you explaining why #obesity is not a #mentalill…,True,0,0
1330,The Australian and state and territory governments through the COAG Health Council have agreed to develop a national #obesity strategy. Help shape this strategy by having your say here: https://t.co/ubtZ18mKcZ. Consultations close on Sunday 15 December 2019. @healthgovau https://t.co/QS03Ot94E0,True,0,0
